,Step,Value
0,0,0.7374398112297058
1,1,0.6364698201417922
2,2,0.6252098034322261
3,3,0.5702338991537689
4,4,0.5449164349909871
5,5,0.45531176896119474
6,6,0.4593145996596728
7,7,0.4346232557920613
8,8,0.37687308365072786
9,9,0.3155570699301131
10,10,0.27505180039509425
11,11,0.31182176429608544
12,12,0.298511922229331
13,13,0.24726744579826906
14,14,0.21693884018239734
15,15,0.2230284939112116
16,16,0.2041453141378121
17,17,0.15549614007139384
18,18,0.09708604292195008
19,19,0.057306914749889706
20,20,0.006499023002377778
21,21,-0.03990711944908697
22,22,-0.04826530112554887
23,23,-0.07440480966412771
24,24,-0.07699989810676934
25,25,-0.12620875992712366
26,26,-0.10357296288430826
27,27,-0.12042019346752893
28,28,-0.1843244681798337
29,29,-0.2215509471834473
30,30,-0.1659404361907376
31,31,-0.09316505873506721
32,32,-0.05593375553776999
33,33,-0.057053451295551366
34,34,-0.11059730482902519
35,35,-0.1390805380658912
36,36,-0.05618023378260695
37,37,0.03381441704951359
38,38,0.07900166152811552
39,39,0.05978066282423018
40,40,0.13217361200952632
41,41,0.09115496732442474
42,42,0.16545232221252182
43,43,0.19535474956560273
44,44,0.13852685025832778
45,45,0.17998765672173742
46,46,0.11660396483222948
47,47,0.18590296561863323
48,48,0.2233538269259432
49,49,0.2582946675315504
50,50,0.32385264977119915
51,51,0.40332565692154004
52,52,0.49427128918700486
53,53,0.5500135643615963
54,54,0.48396477124769577
55,55,0.55225961973861
56,56,0.6176957238919079
57,57,0.6221829207486125
58,58,0.7109162920871279
59,59,0.6972826439590212
60,60,0.7490803214439163
61,61,0.7546489886345455
62,62,0.7667584110604615
63,63,0.8023029689830091
64,64,0.8191548107663262
65,65,0.823311524855047
66,66,0.8597852780457358
67,67,0.8559318546786129
68,68,0.8523335323847838
69,69,0.8640264146339529
70,70,0.8831016956936371
71,71,0.912487381916493
72,72,0.8788673204781486
73,73,0.9667704300554376
74,74,0.9892789489674759
75,75,1.0292472768143597
76,76,0.9973620376884931
77,77,1.080557371358573
78,78,1.0972340284997966
79,79,1.122719435915749
80,80,1.1910435175638705
81,81,1.2107226277345662
82,82,1.170561642319613
83,83,1.2296206735840647
84,84,1.2224474285153197
85,85,1.2001688110234603
86,86,1.2474431282313814
87,87,1.2501345497102083
88,88,1.2583586037798737
89,89,1.3157101509582811
90,90,1.3176169887911502
91,91,1.3277283659522396
92,92,1.3437092724837294
93,93,1.344621269129471
94,94,1.3355563102281274
95,95,1.2518230206976704
96,96,1.2532515556464447
97,97,1.2650352030304435
98,98,1.2656975153925014
99,99,1.2784682557632419
100,100,1.2696220500635502
101,101,1.30205949566752
102,102,1.3057857891012308
103,103,1.2559051869396987
104,104,1.1978904667179178
105,105,1.1405165764983864
106,106,1.1330219720434698
107,107,1.1409498298068816
108,108,1.1189102472568528
109,109,1.1188456986963478
110,110,1.0433094239124396
111,111,0.9636778641834162
112,112,0.8977966024120237
113,113,0.8354840425608164
114,114,0.7817433258453732
115,115,0.7638807909222184
116,116,0.6828833744630367
117,117,0.70059358968535
118,118,0.6728923675863842
119,119,0.6655467042899583
120,120,0.6809246316649151
121,121,0.7436971094551436
122,122,0.7621508354967449
123,123,0.652077921159499
124,124,0.6031905979226643
125,125,0.5742329403678659
126,126,0.521969118483273
127,127,0.52938126705988
128,128,0.6156011742726819
129,129,0.5351816819366876
130,130,0.485210139646551
131,131,0.41181897832920145
132,132,0.4371790918536136
133,133,0.42743689951159475
134,134,0.38615022033467905
135,135,0.3469060076625572
136,136,0.25039880699752315
137,137,0.18968476817505173
138,138,0.2021532184602994
139,139,0.11806426052114055
140,140,0.19270809415646054
141,141,0.2506035598862596
142,142,0.2870379657656954
143,143,0.32930305327529275
144,144,0.29703494796431895
145,145,0.36860083386116227
146,146,0.43283690912100037
147,147,0.5201023579383269
148,148,0.5638097298847791
149,149,0.6094433808398048
150,150,0.5800208110355546
151,151,0.6590049451396912
152,152,0.6749135639782495
153,153,0.7016248292913
154,154,0.7126828251113954
155,155,0.7368877656200468
156,156,0.7335542411200198
157,157,0.7062764542363477
158,158,0.6948580546388301
159,159,0.6981466971882988
160,160,0.6938100332912175
161,161,0.6998940349769145
162,162,0.7482795078649096
163,163,0.7256191229958607
164,164,0.7699161006343673
165,165,0.7227228566175395
166,166,0.7195388346868167
167,167,0.7374112801213601
168,168,0.7659968680775725
169,169,0.7857320288126404
170,170,0.8297238926430045
171,171,0.9271542739195152
172,172,0.9221298869208889
173,173,0.8509529249835587
174,174,0.8590710566560574
175,175,0.8658006842746477
176,176,0.9145915292723412
177,177,0.8900502357753379
178,178,0.8950374426621844
179,179,0.894587318804832
180,180,0.8997426357583435
181,181,0.9279973338425577
182,182,0.9387429554126063
183,183,0.9822364786186148
184,184,1.050789337552827
185,185,1.0520946504050288
186,186,1.037502505908917
187,187,1.0632226145307073
188,188,1.065201716844028
189,189,1.0533544077104295
190,190,1.0116827563389805
191,191,1.004913429632528
192,192,0.9811690710028074
193,193,0.9699010857878188
194,194,0.9215988607548394
195,195,0.9394293066636307
196,196,0.930398266011159
197,197,0.9785454714983666
198,198,0.9763555886800553
199,199,0.9938307746581925
200,200,1.0314909276481528
201,201,1.0103294307252024
202,202,1.0299798808045428
203,203,1.0448551529119292
204,204,1.0942104315555479
205,205,1.1216768218086726
206,206,1.1171846393104632
207,207,1.0460116017051964
208,208,1.0166040316997973
209,209,0.9261529389013903
210,210,0.9359206086238776
211,211,0.8351397573499407
