Wall time,Step,Value
1657620274.7202835,12,15.956352233886719
1657620480.5978017,25,15.80538558959961
1657620550.9360397,31,15.917501449584961
1657620753.7992384,47,16.05611228942871
1657620816.8359802,49,15.789493560791016
1657620837.3548388,52,15.96043586730957
1657620959.0141187,60,16.023128509521484
1657621026.1681886,63,15.892210960388184
1657621288.6998017,78,16.028545379638672
1657621318.5641813,81,15.837030410766602
1657621629.6950903,101,15.888599395751953
1657621862.9380777,109,15.831291198730469
1657621967.2755084,113,16.09628677368164
1657622439.0444515,133,15.949384689331055
1657622760.3012354,146,16.294193267822266
1657623083.5249994,162,15.910894393920898
1657623167.8410482,165,16.018564224243164
1657623352.176937,174,15.865653991699219
1657623531.6092894,185,16.23916244506836
1657623662.5302997,190,15.962804794311523
1657623676.2821798,192,16.011493682861328
1657623731.205222,193,15.808666229248047
1657623768.2655306,197,15.59961986541748
1657624134.433362,214,16.038318634033203
1657624451.158217,230,15.963035583496094
1657624560.4965553,236,15.700592994689941
1657624657.755141,241,15.901775360107422
1657625034.59983,256,16.091257095336914
1657625152.550274,262,16.020626068115234
1657625238.3742492,267,26.078365325927734
1657625393.012696,274,15.87018871307373
1657625538.565022,278,15.785968780517578
1657625552.3831217,280,15.796395301818848
1657625899.636941,299,15.667157173156738
1657626190.339557,315,15.844057083129883
1657626207.0511236,317,15.97706413269043
1657626398.14593,325,15.563081741333008
1657626609.495214,337,16.025644302368164
1657626766.467822,346,16.14608383178711
1657626931.3221831,354,15.903884887695312
1657627275.978191,370,15.953060150146484
1657627353.3346434,374,15.802921295166016
1657628547.007975,428,16.069286346435547
1657628552.1513245,429,16.022907257080078
1657628872.7692716,446,16.008338928222656
1657628943.9624681,448,16.108776092529297
1657628960.2859006,449,15.930932998657227
1657629001.458624,452,15.901806831359863
1657629388.2317588,467,16.076709747314453
1657629505.3112218,470,16.08004379272461
1657629510.1805604,471,16.01190757751465
1657629744.408885,481,15.812195777893066
1657630046.0744607,498,16.072528839111328
1657630069.6461716,500,16.006284713745117
1657630468.1072855,521,16.044910430908203
1657630524.6880078,524,15.80297565460205
1657630789.6827238,538,15.894538879394531
1657630905.668011,543,15.903871536254883
1657631099.5201724,554,25.97059440612793
1657631286.3589153,564,15.998688697814941
1657631392.0671349,570,16.02898597717285
1657631555.0245376,580,16.086769104003906
1657631630.9292855,586,16.002941131591797
1657631662.6111085,588,16.087080001831055
1657631738.5171015,593,16.046628952026367
1657631748.7592852,594,16.019458770751953
1657631918.2532496,609,15.960969924926758
1657632205.1609755,627,15.669559478759766
1657632297.7562742,629,15.869091033935547
1657632526.6538382,641,16.086698532104492
1657632614.370249,648,15.919487953186035
1657632621.2269917,649,15.863224983215332
1657632645.3109915,651,15.985562324523926
1657632712.6376317,654,15.967116355895996
1657632723.9620492,656,16.057342529296875
1657632992.616875,668,16.024396896362305
1657633163.042992,678,16.002538681030273
1657633365.1738873,690,15.987838745117188
1657633467.0390441,695,15.899679183959961
1657633875.4017723,721,26.149484634399414
1657633919.0588748,725,16.150379180908203
1657633971.0686488,729,15.85223388671875
1657633977.135907,730,15.918115615844727
1657634064.5550518,737,16.158050537109375
1657634252.5278976,746,15.867433547973633
1657634402.032681,750,15.877314567565918
1657634484.531244,754,15.802816390991211
1657634572.4267063,759,16.11312484741211
1657634629.527495,763,15.850051879882812
1657634776.9621954,772,15.92374038696289
1657634870.607025,776,15.767494201660156
1657634888.9186287,777,16.015586853027344
1657634942.8932662,778,16.092758178710938
1657634962.2888556,780,16.018741607666016
1657635100.076028,787,16.099285125732422
1657635195.4732697,792,16.03025245666504
1657635270.515244,794,15.794805526733398
1657635359.0738776,799,15.937429428100586
1657635369.653475,801,15.845212936401367
1657635445.691632,805,16.051002502441406
1657635519.6975892,809,15.331689834594727
1657635612.5108032,815,15.53915023803711
1657635616.3428268,816,15.410334587097168
1657635972.116353,839,15.422744750976562
1657636037.290015,843,15.039288520812988
1657636580.910303,876,15.571340560913086
1657636654.0749376,881,15.565605163574219
1657636697.3987691,883,15.45112133026123
1657636783.810891,889,15.709188461303711
1657637005.4542532,903,15.387208938598633
1657637042.9638858,907,15.592453002929688
1657637167.2590826,914,15.484895706176758
1657637176.5855172,916,15.266759872436523
1657637290.2327766,922,15.460673332214355
1657637343.9573357,924,15.20263671875
1657637582.865679,938,15.361701011657715
1657637612.7102976,939,15.581409454345703
1657637759.3413854,949,15.54092788696289
1657637783.9744294,952,15.331117630004883
1657637941.2921474,961,15.260000228881836
1657638003.2018251,965,15.351447105407715
1657638049.9029975,969,15.25894546508789
1657638179.4967954,978,15.49677848815918
1657638188.0624828,979,15.348880767822266
1657638301.855165,985,15.40450668334961
1657638307.6375935,986,15.097983360290527
1657638388.1626546,991,15.372154235839844
1657638652.8479834,1003,15.327371597290039
1657638760.4205084,1009,15.49658489227295
1657638774.2119195,1012,15.170894622802734
1657639001.6777864,1021,15.348384857177734
1657639238.661616,1032,15.725728988647461
1657639604.1105993,1051,15.267289161682129
1657639914.5577853,1064,15.317752838134766
1657640028.207248,1070,15.26413345336914
1657640128.003799,1073,15.134248733520508
1657640139.3900356,1075,15.466114044189453
1657640207.433966,1079,15.438535690307617
1657640295.9053526,1085,14.972145080566406
1657640408.1100988,1090,15.328577995300293
1657640585.3650362,1100,15.325559616088867
1657640708.9788547,1106,15.29535961151123
1657640791.9472609,1110,15.487598419189453
1657640803.0144224,1111,15.2666654586792
1657640973.7421308,1121,15.670150756835938
1657641057.8830187,1126,15.448908805847168
1657641805.7958505,1163,15.568826675415039
1657641836.2567859,1167,15.565986633300781
1657641910.3250592,1168,15.483872413635254
1657641927.0396328,1169,15.61893081665039
1657642234.1346273,1187,15.752302169799805
1657642491.5020378,1199,15.129998207092285
1657642498.8350377,1200,15.338051795959473
1657642609.5570443,1206,15.211580276489258
1657642786.9636674,1213,15.909523010253906
1657643269.5304859,1239,15.878593444824219
1657643289.3618047,1241,15.946990966796875
1657643419.4318907,1251,15.635475158691406
1657643656.8396287,1262,16.201473236083984
1657643752.1774561,1265,15.458237648010254
1657643862.985596,1268,15.884466171264648
1657644196.0535724,1288,15.88132381439209
1657644304.7233207,1294,15.612285614013672
1657644436.845894,1301,15.693838119506836
1657644529.183151,1307,26.366302490234375
1657644729.0787487,1317,16.13604164123535
1657644892.9220023,1323,15.959861755371094
1657644929.1852748,1326,15.856929779052734
1657645112.7838247,1337,25.82377052307129
1657645223.8521104,1340,15.948204040527344
1657645344.633173,1343,15.733682632446289
1657645356.219701,1344,15.44061279296875
1657646407.2684844,1392,15.840224266052246
1657646491.8956518,1395,15.734411239624023
1657646549.7542286,1398,15.795732498168945
1657646553.8812208,1399,15.771484375
1657646919.9919355,1421,15.966104507446289
1657647207.483324,1433,15.586491584777832
1657647223.308458,1435,16.013099670410156
1657647319.9982183,1439,15.920068740844727
1657647441.9998372,1443,15.690033912658691
1657647478.9515119,1447,15.757244110107422
1657648080.8816953,1472,15.723459243774414
1657648133.7865498,1473,15.791215896606445
1657648275.9270985,1484,15.695701599121094
1657648367.2738645,1492,15.88231372833252
1657648481.5625148,1496,15.5357666015625
1657648566.7947352,1498,16.087337493896484
1657649073.9855216,1515,15.516639709472656
1657649353.4962943,1530,16.004545211791992
1657649441.5585666,1534,26.10318374633789
1657649933.8136997,1558,15.854839324951172
1657649943.1286397,1559,15.714191436767578
1657650205.944498,1575,15.737838745117188
1657650212.6549048,1576,15.721004486083984
1657650444.3327081,1591,15.831535339355469
1657650548.5881822,1595,15.857477188110352
1657650695.782397,1604,15.766264915466309
1657650827.9337037,1611,15.742737770080566
1657650842.2686496,1612,15.63310432434082
1657651070.008729,1625,15.493976593017578
1657651236.6328425,1634,15.76362419128418
1657651364.1556127,1639,15.343660354614258
1657651477.56728,1644,15.607124328613281
1657651507.2726493,1647,15.40748405456543
1657651630.4807606,1652,15.681024551391602
1657651697.8587363,1655,15.802497863769531
1657651937.286687,1667,15.917062759399414
1657652087.1013918,1675,15.753558158874512
1657652200.926835,1682,15.600768089294434
1657652368.31524,1689,15.95638656616211
1657652574.524411,1698,15.648687362670898
1657652629.450095,1702,15.58541488647461
1657652666.0530171,1703,15.532339096069336
1657652670.1248248,1704,15.315536499023438
1657652679.1744518,1706,15.889595031738281
1657652812.0239704,1709,15.578802108764648
1657652969.568877,1716,15.44892692565918
1657653188.8434014,1725,14.65330696105957
1657653416.2185447,1735,15.568702697753906
1657653524.2549987,1739,15.778206825256348
1657653540.7856307,1741,15.628597259521484
1657653612.3417456,1744,15.716958999633789
1657653746.3463,1749,15.357583999633789
1657653772.7746701,1752,15.70140266418457
1657653826.6993182,1753,15.865213394165039
1657653832.8476434,1754,16.204952239990234
1657654212.9928243,1773,15.7522554397583
1657654325.17375,1782,15.5147123336792
1657654436.9008543,1788,15.396787643432617
1657654540.7694068,1795,15.552635192871094
1657654546.1719623,1796,15.74970817565918
1657654769.8153567,1805,15.907941818237305
1657654869.712287,1812,15.458830833435059
1657655037.7093616,1824,15.726219177246094
1657655195.721914,1833,15.48387336730957
1657655248.0181053,1837,15.23126220703125
1657655384.6214917,1847,15.511981010437012
1657655442.9388385,1851,15.437908172607422
1657655605.067125,1860,15.880637168884277
1657655896.0605175,1873,15.69593620300293
1657655919.4994318,1876,15.504837989807129
1657655989.160154,1882,15.934532165527344
1657656063.3095589,1884,15.052746772766113
1657656790.3962147,1918,15.449295043945312
1657656913.4580731,1924,15.736644744873047
1657657269.2415516,1941,15.722208023071289
1657657342.758433,1943,15.816960334777832
1657657381.916712,1945,15.560100555419922
1657657461.4756148,1951,15.76627254486084
1657657519.1478574,1954,15.61401653289795
1657657546.261696,1956,15.474462509155273
1657657982.7049787,1974,15.46856689453125
1657658250.9623632,1988,15.559329986572266
1657658285.7098536,1990,15.401517868041992
1657658745.7398636,2008,14.988300323486328
1657658804.7732818,2012,15.021062850952148
1657659063.1602726,2020,15.140869140625
1657659148.3984902,2024,26.189800262451172
1657659385.9402573,2034,15.217020034790039
1657659413.0688305,2037,14.913420677185059
1657659707.136832,2043,14.851966857910156
1657660124.2409587,2067,15.479673385620117
1657660380.5711176,2079,15.112844467163086
1657660386.9328089,2080,15.399051666259766
1657660445.2563503,2083,15.072000503540039
1657660449.3988347,2084,15.281976699829102
1657660483.4402683,2086,15.15888786315918
1657660527.4336143,2088,15.426128387451172
1657660582.630723,2092,15.206270217895508
1657660663.496999,2096,26.12936019897461
1657660751.954374,2101,15.210184097290039
1657660828.0020185,2103,15.360820770263672
1657661195.7315025,2118,15.252939224243164
1657661784.1471632,2152,15.469108581542969
1657661871.9541311,2156,15.279935836791992
1657661963.325316,2158,15.35976791381836
1657662106.1315935,2163,15.360318183898926
1657662200.7832384,2172,15.423578262329102
1657662348.9611223,2180,15.383203506469727
1657662416.2620876,2184,15.13039779663086
1657662619.9638374,2194,15.345463752746582
1657662637.1262217,2196,15.382284164428711
1657662718.2257547,2198,15.636809349060059
1657662725.6456745,2199,14.911823272705078
1657662826.1378214,2203,16.145891189575195
1657662854.8831522,2206,15.388761520385742
1657663041.9195917,2214,15.369529724121094
1657663105.8523612,2218,15.391242980957031
1657663301.2050703,2232,15.614768028259277
1657663455.4097338,2238,15.319490432739258
1657663547.986213,2243,15.309532165527344
1657663564.2084167,2244,15.373501777648926
1657663575.4248044,2246,15.377922058105469
1657663635.3465703,2249,15.209012985229492
1657663645.4498525,2251,15.208172798156738
1657663725.7626557,2253,15.312746047973633
1657663730.164032,2254,15.584897994995117
1657663826.7404153,2261,15.149076461791992
1657663926.8290286,2264,15.608662605285645
1657664023.350912,2269,15.686003684997559
1657664471.2532976,2288,15.440339088439941
1657664635.4603658,2298,15.442508697509766
1657664751.9987113,2304,15.302279472351074
1657664845.6454923,2310,15.641997337341309
1657664950.6966991,2314,15.530569076538086
1657664958.8861172,2315,15.312835693359375
1657665186.0869079,2326,15.220319747924805
1657665192.3203561,2327,15.580963134765625
1657665544.0178587,2342,15.431839942932129
1657665682.843755,2352,15.24936294555664
